address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
"3rd Cross Road, Venkateshwara Layout, Suddagunte Palya, BTM, Bangalore",The Biriyani Pedia,Yes,No,3.9,58,BTM,Quick Bites,"Biryani, North Indian",300,Delivery,Koramangala 6th Block
"103, 1st Main, Maruthinagar, Madiwala, BTM, Bangalore",Kabab Magic,Yes,No,3.8,883,BTM,Quick Bites,"North Indian, Kebab, Fast Food",500,Delivery,Koramangala 6th Block
"Venkatapura Main Road, Teacher Colony, HSR, Bangalore",Priya Juice & Snacks,Yes,No,3.7,77,HSR,Beverage Shop,"Beverages, Juices",200,Delivery,Koramangala 6th Block
"569/4, Sector 1, HSR, Bangalore",Bihar Ki Shan,Yes,No,3.8,351,HSR,Quick Bites,North Indian,300,Delivery,Koramangala 6th Block
"11, Eat Street, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Kaaram,Yes,No,3.9,327,Koramangala 6th Block,Casual Dining,"Andhra, Biryani",500,Delivery,Koramangala 6th Block
"1st Floor, Salarpuria Landmark, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Rajdhani Thali Restaurant,Yes,Yes,4.0,1134,Indiranagar,Casual Dining,North Indian,1000,Delivery,Koramangala 6th Block
"5th Main, Near Muni Reddy Kalyana Mantap, Koramangala 5th Block, Bangalore",Sree Krishna Kafe,Yes,No,4.2,972,Koramangala 5th Block,Quick Bites,South Indian,200,Delivery,Koramangala 6th Block
"785, 2nd B Main, Bhuvaneshwari Road, Koramangala 8th Block, Bangalore",Ovenstory Pizza,Yes,No,4.1,192,Koramangala 8th Block,Delivery,Pizza,750,Delivery,Koramangala 6th Block
"6th Block, Sony World Signal, Koramangala 6th Block, Bangalore",99 Variety Dosa & Pav Bhaji,Yes,No,3.8,16,Koramangala 6th Block,Quick Bites,"South Indian, North Indian, Street Food",250,Delivery,Koramangala 6th Block
"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",Magix's Parattha Roll,Yes,No,3.7,185,BTM,Quick Bites,"Fast Food, North Indian, Chinese, Mughlai, Rolls",400,Delivery,Koramangala 6th Block
"2/20, 100 Feet Ring Road, BTM 1st Stage, BTM, Bangalore",Sri Punjabi Dhaba,Yes,No,3.3,50,BTM,Dhaba,North Indian,400,Delivery,Koramangala 6th Block
"337, 1st B Main Road, Koramangala 7th Block, Bangalore",Nutri Rich,Yes,No,3.8,53,Koramangala 7th Block,Quick Bites,Healthy Food,350,Delivery,Koramangala 6th Block
"14, Krishnanagara Industrial Area, Next To Christ College, Near Dairy Circle, BTM, Bangalore",Dadi's Dum Biryani,Yes,Yes,4.1,2727,BTM,Casual Dining,"Biryani, North Indian, Mughlai",800,Delivery,Koramangala 6th Block
"Makana Tower, Tavarekere Main Road",Ashirvaad Grand,Yes,No,4.0,115,BTM,Quick Bites,"Chinese, North Indian, South Indian",400,Delivery,Koramangala 6th Block
"9, Roopenagrahara, Behind Mahendra Showroom, Bommanahalli, Bangalore",Biryani Junction,Yes,No,2.3,298,Bommanahalli,Quick Bites,"Biryani, North Indian, Chinese",450,Delivery,Koramangala 6th Block
"9, Roopenagrahara, Behind Mahendra Showroom, Bommanahalli, Bangalore",Navya's,Yes,No,2.5,47,Bommanahalli,Casual Dining,"Hyderabadi, Biryani, North Indian",800,Delivery,Koramangala 6th Block
"115, 30th Main, 2nd Stage, BTM, Bangalore",OMG Biriyani,Yes,No,3.4,16,BTM,Quick Bites,"Biryani, Andhra, Chinese",600,Delivery,Koramangala 6th Block
"77, Near Ayyappa Temple, Hosur Main Road, Madiwala, BTM, Bangalore",Krishna Sagar,Yes,No,3.9,52,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Koramangala 6th Block
"935, Sri Arcade, 1st Floor, 16th Main Road, Near Udupi Garden Signal, BTM, Bangalore",Alankrutha,Yes,No,3.8,261,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",500,Delivery,Koramangala 6th Block
"116, 31st Main, 2nd Stage, Behind Bus Stand, BTM, Bangalore",Andhra Bhojanam,Yes,No,3.3,23,BTM,"Takeaway, Delivery","Andhra, Biryani, North Indian",600,Delivery,Koramangala 6th Block
"9, Near Jayadeva Signal, Oppoite SBI ATM, 100 Feet Ring Road, 2nd Stage, BTM, Bangalore",Indian Food,Yes,No,2.9,343,BTM,"Takeaway, Delivery","North Indian, Biryani, Chinese, Momos",450,Delivery,Koramangala 6th Block
"11/135, Chikkalakshmaiah Layout, Hosur Road, Between Christ College and Forum Mall, BTM, Bangalore",New Punjabi Hotel,Yes,No,3.7,181,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,Koramangala 6th Block
"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",Aasife & Brothers Biriyani Centre,Yes,No,3.9,129,HSR,Casual Dining,"Biryani, North Indian, South Indian, Chinese",600,Delivery,Koramangala 6th Block
"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",New Gongura Grand,Yes,No,3.9,371,HSR,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550,Delivery,Koramangala 6th Block
"16th Main, BTM, Bangalore",C. K. Mega Hot Food,Yes,No,4.0,102,BTM,Casual Dining,"Chinese, Momos",600,Delivery,Koramangala 6th Block
"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Chicken County Grand,Yes,No,3.9,327,Bannerghatta Road,Casual Dining,"North Indian, Chinese",650,Delivery,Koramangala 6th Block
"749, 7th Cross 14th Main, 2nd Stage, BTM, Bangalore",Aramane Donne Biriyani,Yes,No,3.9,192,BTM,Quick Bites,"Biryani, Fast Food",300,Delivery,Koramangala 6th Block
"39, 3rd A Cross, 25th Main, BTM Layout, 2nd Stage, Roopa Nagar, Rashtrakavi Kuvempu Nagar, Bangalore",Biriyani Bhatti,Yes,No,3.7,23,BTM,Quick Bites,"Chinese, Hyderabadi, North Indian",400,Delivery,Koramangala 6th Block
"117, Neelasandra Bazar Street, Rose Garden Bus Stop",Indian Chicken Biryani Point,Yes,No,3.3,9,Richmond Road,Quick Bites,"Biryani, South Indian",300,Delivery,Koramangala 6th Block
"16, 1st Floor, CitiBank ATM Building, 100 Feet Road, 20th Main, 2nd Stage, BTM, Bangalore",Gyani Da Punjabi Dhaba,Yes,No,3.9,1190,BTM,Quick Bites,"North Indian, Chinese",500,Delivery,Koramangala 6th Block
"1170, 5th Main Road, Sector 7, HSR Layout, HSR, Banglore",Asha Tiffins,Yes,No,4.3,286,HSR,Quick Bites,South Indian,150,Delivery,Koramangala 6th Block
"9th Main Road, Sector 6, HSR, Bangalore",Sri Udupi Park,Yes,No,4.0,65,HSR,Casual Dining,"South Indian, North Indian, Chinese, Beverages",300,Delivery,Koramangala 6th Block
"78, Ground Floor, Beside BDA Complex, Sector 6, HSR, Bangalore",Howrah Bridge,Yes,No,3.2,294,HSR,Casual Dining,"Bengali, Seafood",600,Delivery,Koramangala 6th Block
"38, 11th Main Road, KEB Colony, 1st Stage, BTM Layout, Opposite Water Tank, Bengaluru",Chicken Corner,Yes,No,3.7,26,BTM,Quick Bites,"Biryani, North Indian, Fast Food, Chinese",400,Delivery,Koramangala 6th Block
"503, 6th Cross Road, Koramangala 6th Block, Bangalore",Podi Idly,Yes,No,4.3,656,Koramangala 6th Block,Quick Bites,South Indian,250,Delivery,Koramangala 6th Block
"1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka",B.M.W - Bhookh Mitaane Wala,Yes,No,3.6,504,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese",500,Delivery,Koramangala 6th Block
"1502, 19th Main Road, Sector 1, HSR, Bangalore",Szechuan Dragon,Yes,No,3.9,184,HSR,Delivery,"Chinese, Thai, Momos",600,Delivery,Koramangala 6th Block
"89, 17th Main Road, HSR, Bangalore",Cream Stone,Yes,No,4.2,1023,HSR,Dessert Parlor,"Desserts, Beverages",500,Delivery,Koramangala 6th Block
"15/A, 4th Main, Behind Ayyappa Swamy Temple, Madiwala, BTM, Bangalore",Afghani Tandoori Hub,Yes,No,3.7,14,BTM,Quick Bites,"Arabian, Afghan",400,Delivery,Koramangala 6th Block
"Koramangala 1st Block, Bangalore",The Paratha Stories,Yes,No,3.3,38,Koramangala 1st Block,Delivery,North Indian,400,Delivery,Koramangala 6th Block
"122, Near Jyothi Nivas College, 1st Cross, KHB Colony, Koramangala 5th Block, Bengaluru",Noodle Panda,Yes,No,4.3,341,Koramangala 5th Block,Casual Dining,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",800,Delivery,Koramangala 6th Block
"8th Main, 13th Cross, Wilson Garden, Bangalore",Sahana's (Nati Style),Yes,No,3.7,48,Wilson Garden,Quick Bites,North Indian,350,Delivery,Koramangala 6th Block
"Carlton Towers, Near Diamond District Old Airport Road, Bangalore",Bhookha Sher,Yes,No,3.5,29,Old Airport Road,Quick Bites,"North Indian, Fast Food",350,Delivery,Koramangala 6th Block
"67/7, 1st Floor, Roopena Agrahara, Opposite Mahindra Showroom, Hosur Road, Bangalore",Sardarji Ka Dhaba,Yes,No,4.0,758,Hosur Road,Quick Bites,North Indian,250,Delivery,Koramangala 6th Block
"18, 4th Cross, 4th Link Road, Maruthi Nagar, Madiwala, 1st Stage, BTM, Bangalore",Hyderabadi Biryani Hub,Yes,No,3.6,221,BTM,Casual Dining,"Biryani, North Indian, Chinese",600,Delivery,Koramangala 6th Block
"143, Munireddy Kalyana Mantapa Road, Koramangala 5th Block, Bangalore",Thalassery Restaurant,Yes,No,3.6,383,Koramangala 5th Block,Casual Dining,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600,Delivery,Koramangala 6th Block
"20/A, 3rd Floor, 1st Cross Road, KHB Colony, Koramangala 5th Block, Bangalore",Little Lucknow,Yes,Yes,4.0,236,Koramangala 5th Block,Casual Dining,"Mughlai, North Indian",800,Delivery,Koramangala 6th Block
"125/A, KHB Colony, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Hyderabad Biryaani House,Yes,No,4.1,1118,Koramangala 5th Block,Casual Dining,"Biryani, North Indian, Chinese, Hyderabadi",750,Delivery,Koramangala 6th Block
"16th Main, 2nd Stage, BTM, Bangalore",Pathaan Sir,Yes,No,3.9,184,BTM,Quick Bites,"Rolls, Chinese",300,Delivery,Koramangala 6th Block
"15, 20th Cross, Maruthi Nagar Main Road, 1st Stage",Hotel Godavari,Yes,No,3.9,226,BTM,Casual Dining,"Andhra, Chinese, North Indian, Biryani",500,Delivery,Koramangala 6th Block
"273, 12th Cross, Opposite BTS Bus Stop, Wilson Garden, Bangalore",Karavali Kolimane,Yes,No,3.7,28,Wilson Garden,Quick Bites,"Mangalorean, Chinese, North Indian",350,Delivery,Koramangala 6th Block
"267, Amarjyothi Layout, Near DELL, Domlur, Bangalore",Pot Biryani,Yes,No,3.9,462,Domlur,Casual Dining,"North Indian, Chinese, Biryani, Seafood",600,Delivery,Koramangala 6th Block
"505, 6th Cross Rd, Koramangala 6th Block, Bangalore",Sri Krishna Sagar,Yes,No,3.9,43,Koramangala 6th Block,Quick Bites,South Indian,300,Delivery,Koramangala 6th Block
"L139, 15th Cross, 5th Main, Sector 6, HSR Layout, HSR, Bangalore",Biryani Palace,Yes,No,3.9,463,HSR,Quick Bites,"Biryani, Hyderabadi, Chinese",600,Delivery,Koramangala 6th Block
"25th Main, 2nd Stage, BTM, Bangalore",Veruthe Oru Thattukada,Yes,No,3.7,27,BTM,Quick Bites,"Kerala, South Indian",400,Delivery,Koramangala 6th Block
"418/9, 1st Cross, Green Leaf Layout, 80ft Road, 4th Block, Koramangala, Bangalore",Mealer.in,Yes,No,4.2,701,Koramangala 4th Block,Delivery,"North Indian, Biryani",450,Delivery,Koramangala 6th Block
"86, 1st Cross, I Block, Ward 68, Koramangala 1st Block, Bangalore",UBQ by Barbeque Nation,Yes,No,3.4,6,Koramangala 1st Block,Delivery,"North Indian, BBQ, Biryani, Kebab",450,Delivery,Koramangala 6th Block
"2nd Floor, MMR Plaza, Above DCB Bank, Sarjapur Main Road, Koramangala 1st Block, Bangalore",The Burger Place,Yes,No,3.8,28,Koramangala 1st Block,Quick Bites,"Burger, Continental, Fast Food",400,Delivery,Koramangala 6th Block
"Opposite Shilton Hotel, Near Sony World Signal, 100ft Inner Ring Road, Muniyappa Layout, 4th Cross, Koramangala 4th Block, Bangalore",KF's Biryani's and Kababs,Yes,No,3.4,17,Koramangala 4th Block,Quick Bites,"Biryani, Kebab",400,Delivery,Koramangala 6th Block
"15, 1st Main, 1st Block, Jakkasandra, Koramangala, Koramangala 1st Block, Bangalore",Mani's Dum Biryani,Yes,No,3.9,375,Koramangala 1st Block,Casual Dining,Biryani,750,Delivery,Koramangala 6th Block
"69/16, 1st Sage, Near Tavarekere Bus Stop, BTM, Bangalore",Crunchy Nights,Yes,No,3.7,30,BTM,Delivery,"North Indian, Chinese, Continental",400,Delivery,Koramangala 6th Block
"G 6, Ground Floor, Money Centre, 80 Feet Road, 7th Block, Koramangala 7th Block, Bangalore",Mad Over Donuts,Yes,No,4.2,703,Koramangala 7th Block,Dessert Parlor,"Bakery, Desserts, Beverages",450,Delivery,Koramangala 6th Block
"17, Janaki Plaza, Koramangala 6th Block, Bangalore",Grow Fit,Yes,No,4.0,457,Koramangala 6th Block,Delivery,"Healthy Food, North Indian, Thai",500,Delivery,Koramangala 6th Block
"770, 80 feet road, Koramangala 4th Block, Bangalore",Rang De Basanthi,Yes,No,3.7,434,Koramangala 4th Block,Quick Bites,"North Indian, South Indian, Chinese",400,Delivery,Koramangala 6th Block
"125, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",Dosa Plaza,Yes,No,3.8,141,Koramangala 5th Block,Quick Bites,"South Indian, North Indian, Chinese, Beverages",200,Delivery,Koramangala 6th Block
"11, 1st Main, 1st Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",Lucknowi Dabba,Yes,No,3.7,21,Koramangala 1st Block,Delivery,"Mughlai, Chinese, North Indian",300,Delivery,Koramangala 6th Block
"688, Opposite IWWA Party Hall, 7th Main, BTM, Bangalore",The Shawarma Shop,Yes,No,4.1,382,BTM,Quick Bites,Arabian,250,Delivery,Koramangala 6th Block
"8th Cross Road, Venkatapura, Teachers Colony, 1st Block, Koramangala 1st Block, Bangalore",New Mangalore Lunch Home,Yes,No,3.8,36,Koramangala 1st Block,Quick Bites,"Mangalorean, Chinese, North Indian",300,Delivery,Koramangala 6th Block
"170, Sector 7, 9th Main Road, HSR, Bangalore",Howlin Wolf,Yes,No,4.0,94,HSR,Casual Dining,"Italian, Mediterranean, European, Sandwich",700,Delivery,Koramangala 6th Block
"467, CK Complex, Opposite Fernhill Garden Aparment, Teacher's Colony, HSR Layout 5th Sector, HSR, Bangalore",New Udupi Grand,Yes,No,3.7,36,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250,Delivery,Koramangala 6th Block
"4, Maruthi Nagar Main Rd, Zuzuvadi, Madiwala, 1st Stage, BTM Layout, Bengalore",Kannoor Restaurant,Yes,No,3.1,18,BTM,Casual Dining,"Kerala, Chinese, South Indian, North Indian",700,Delivery,Koramangala 6th Block
"201, MG Manson, 13th Cross Road, Jayaram Reddy Garden, Maruthi Nagar, BTM, Bangalore",Rajveena Kitchen,Yes,No,3.7,28,BTM,Quick Bites,"North Indian, Fast Food, Biryani, Chinese",500,Delivery,Koramangala 6th Block
"55, 5th Cross, Koramangala 6th Block, Bangalore",Stoned Monkey,Yes,No,4.1,511,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",500,Delivery,Koramangala 6th Block
"18, Ground Floor, 7th Main, 80ft Road, Koramangala 1st Block, Bangalore",The Pancake Story,Yes,No,4.6,121,Koramangala 1st Block,Dessert Parlor,"Desserts, Beverages",300,Delivery,Koramangala 6th Block
"Shop 1, 9th Main, 5th Cross Sector 6, Near Lawrence School, HSR Layout, HSR, Bangalore",Bubble Bee,Yes,No,3.9,48,HSR,Dessert Parlor,"Beverages, Bubble Tea, Desserts",400,Delivery,Koramangala 6th Block
"225, Bhagyasri, 1st Main, HAL 2nd Stage, Service Road, Indiranagar, Bangalore",Vietnamese Kitchen,Yes,Yes,4.1,531,Indiranagar,Casual Dining,"Chinese, Vietnamese, Momos, Thai",800,Delivery,Koramangala 6th Block
"461, Biriyani mandra, outer ring road, Kendriya Upadyayara Sangha, Sai Sobagu, Venkatapura, Koramangala 1st Block, Bangalore",Biryani Mandra,Yes,No,3.8,71,Koramangala 1st Block,"Takeaway, Delivery","Seafood, Salad, North Indian, Biryani, Chinese",500,Delivery,Koramangala 6th Block
"9, Roopenagrahara, Behind Mahendra Showroom, Bommanahalli, Bangalore",Mamatha Restaurant,Yes,No,2.6,74,Bommanahalli,Casual Dining,"Biryani, Hyderabadi, North Indian",700,Delivery,Koramangala 6th Block
"521, 2nd Floor, Teachers Colony, Sarjapura Ring Road, HSR, Bangalore land mark above mahaveer hard ware",Hungry Queen,Yes,No,3.6,46,HSR,"Takeaway, Delivery","North Indian, Chinese, Fast Food",300,Delivery,Koramangala 6th Block
"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",The Charcoal Factory,Yes,No,4.1,292,Koramangala 6th Block,Quick Bites,"Burger, Pizza, Momos",600,Delivery,Koramangala 6th Block
"Opposite SBI Building, Near Oracle Building, Thavarekere Main Road, Koramangala 7th Block, Bangalore",Paisa Vasool,Yes,No,3.3,395,Koramangala 7th Block,Quick Bites,North Indian,400,Delivery,Koramangala 6th Block
"Shop 35, 100 Feet Ring Road, 4th Cross, Muniyappa Layout, Srinivagilu, Vivek Nagar Post, Ejipura, Bangalore",Shahi Darbar,Yes,No,3.2,5,Ejipura,Quick Bites,"Chinese, North Indian",300,Delivery,Koramangala 6th Block
"2nd Cross, 4th Main, Near Maharaja Signal, Koramangala 4th Block, Bangalore",Daba Delights,Yes,No,3.3,9,Koramangala 4th Block,Delivery,"North Indian, Mughlai",400,Delivery,Koramangala 6th Block
"24, Shop 2, Ground Floor, 3rd B Cross Road, 18th Main Road, Roopa Nagar, 2nd stage BTM, Bangalore",Hari Super Sandwich,Yes,No,4.0,18,BTM,Quick Bites,"Sandwich, Fast Food",100,Delivery,Koramangala 6th Block
"6, 18th Main Road, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bangalore",Brownie Heaven,Yes,No,4.3,131,Indiranagar,Dessert Parlor,Desserts,300,Delivery,Koramangala 6th Block
"49/8, 29th B Main, 100ft Ring Road, 1st Stage, BTM, Bangalore",Nammura Donne Biriyani,Yes,No,3.6,68,BTM,Quick Bites,"Andhra, Biryani",300,Delivery,Koramangala 6th Block
"291/2, Near Lawrence School, Sector 6, Behind BDA Complex, HSR, Bangalore",HSR Agarval Bhavan,Yes,No,3.2,68,HSR,Casual Dining,"South Indian, Street Food, Fast Food, Desserts, Beverages",400,Delivery,Koramangala 6th Block
"27, 5th Cross, 20th Main, BTM Layout Stage 1, Near Gangotri Circle, Bangalore",Odissi Restaurant,Yes,No,2.9,67,BTM,Casual Dining,Oriya,200,Delivery,Koramangala 6th Block
"12/3 JR Complex, Opposite Traffic Police Station, Nanjappa Layout, Koramangala 5th Block, Bangalore",Cafemoto,Yes,No,4.0,201,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",800,Delivery,Koramangala 6th Block
"1202-1203, Srinidhi Complex, 20th Main, Maruthi Nagar Road, 1st Stage, BTM, Bangalore",Kanti Sweets,Yes,No,4.1,113,BTM,Sweet Shop,"Mithai, Street Food",400,Delivery,Koramangala 6th Block
"14th Main, 4th Sector, HSR, Bangalore",Dabba Gosht,Yes,No,3.4,15,HSR,"Takeaway, Delivery","Arabian, Middle Eastern",400,Delivery,Koramangala 6th Block
"136, Ground Floor, 1st Cross, 5th Block, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",Asia Kitchen By Mainland China,Yes,Yes,4.9,2244,Koramangala 5th Block,"Casual Dining, Bar","Asian, Chinese, Thai, Momos",1500,Delivery,Koramangala 6th Block
"1053, 1st Floor, Above Natural's Salon, 80 Feet Road, Koramangala 3rd Block, Bangalore",Mustard Cafe,Yes,No,4.1,894,Koramangala 3rd Block,Cafe,"Cafe, Continental, Burger, Salad, Healthy Food, Italian",800,Delivery,Koramangala 6th Block
"117, 31st Main, 2nd Stage, BTM, Bangalore",Hum Biryani,Yes,No,3.4,17,BTM,Delivery,"Biryani, North Indian",600,Delivery,Koramangala 6th Block
"404, 1st Cross, Koramangala 7th Block, Bangalore",ONE IN A MELON,Yes,No,4.1,414,Koramangala 7th Block,"Beverage Shop, Quick Bites","Juices, Healthy Food",300,Delivery,Koramangala 6th Block
"2nd Cross, near Ayee Matha Temple, Sector 6, HSR, Bangalore",Desi Chopstick,Yes,No,3.8,37,HSR,Quick Bites,North Indian,400,Delivery,Koramangala 6th Block
"3, Opposite Sagar Hospital, Tilak Nagar, Jayanagar, Bangalore",Vijayalakshmi Veg,Yes,No,3.9,100,Jayanagar,Quick Bites,South Indian,200,Delivery,Koramangala 6th Block
"120, 80 Feet Road, Koramangala 7th Block, Bangalore",Eagles Pizza,Yes,No,3.8,19,Koramangala 7th Block,Casual Dining,"Pizza, Italian",400,Delivery,Koramangala 6th Block
"11, 1st Main, 1st Cross, Jakkasandra Extension, Koramangala 1st Block, Bangalore",DinePost9,Yes,No,3.9,230,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese, Continental",450,Delivery,Koramangala 6th Block
"57, 12th Main Road, 6th Sector, Behind BDA Complex, HSR, Bangalore",The Rasaganga,Yes,No,3.9,160,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery,Koramangala 6th Block
"1086/A, Twin Tulips, 18th Cross, 14th Main Road, Sector 3, HSR, Bangalore",Fritz Haber,Yes,No,4.0,403,HSR,Dessert Parlor,"Ice Cream, Desserts",450,Delivery,Koramangala 6th Block
"Second Floor, Madison Complex, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",PurpleBasil.in,Yes,No,4.4,457,Indiranagar,Delivery,"Healthy Food, Desserts",500,Delivery,Koramangala 6th Block
"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",Kokomo,Yes,No,4.0,195,Koramangala 6th Block,Delivery,"Thai, Chinese",500,Delivery,Koramangala 6th Block
"OYO Flagship 674, 21st Cross, 4th Main, Sector 7, HSR, Bangalore",Rolla Rappa,Yes,No,3.6,176,HSR,Delivery,"Biryani, Fast Food, Rolls, Momos",400,Delivery,Koramangala 6th Block
"98/1, 2nd Floor MMR Plaza, Above DCB Bank, Koramangala 1st Block, Bangalore",What'sinaPita,Yes,No,3.9,231,Koramangala 1st Block,Delivery,"Mediterranean, Middle Eastern, Wraps, Rolls",400,Delivery,Koramangala 6th Block
"155, Lucky Elite, Kumarans R.V. Arcade, 9th Main Road, Opposite Lawrence School, Sector 6, HSR, Bangalore",Hotel Junior Kuppanna,Yes,No,3.1,269,HSR,Casual Dining,"Chettinad, South Indian",550,Delivery,Koramangala 6th Block
